index,is_calib_neg,meta_score
5498,1,0.4184239724897527
15558,1,0.4985452787398876
13237,1,0.413163777659023
7957,1,0.4804328624763087
13142,1,0.407609155874778
8058,1,0.4507715211797749
3637,1,0.4743919523799121
3926,1,0.445775534003359
8858,1,0.45660111374672
8576,1,0.4977621667158848
10461,1,0.5128085316597861
11787,1,0.4600693347461204
12569,1,0.500178733252681
11259,1,0.4614357377605465
5622,1,0.4483137611812409
12640,1,0.5080787253567806
4428,1,0.4956382894018498
15811,1,0.5209117318504012
3765,1,0.4866078280351453
5880,1,0.4538676158201941
3603,1,0.5085443457509219
14023,1,0.4171795849594146
15486,1,0.457532137047092
15152,1,0.4747918061719759
12251,1,0.4648389986753658
16146,1,0.4918738814670609
12241,1,0.5082308689965485
5742,1,0.466616032636967
11481,1,0.4407990712327961
14704,1,0.5271308744501341
7452,1,0.4686394172621323
12457,1,0.4991259405392945
10346,1,0.4685193518313791
4566,1,0.4492803207565973
8507,1,0.4756107564307004
4261,1,0.4136123110447542
8335,1,0.4569483110372943
8379,1,0.4308147308326323
15798,1,0.4568484762201088
12553,1,0.4400820944257394
4509,1,0.4264864200778958
14946,1,0.4374189928584506
4242,1,0.4603068101154691
14443,1,0.4565180757542705
12301,1,0.461940059587161
7129,1,0.460194995014513
5644,1,0.4546043892354411
7166,1,0.4197957434238971
5463,1,0.4503401086529929
12752,1,0.5318184155803032
5544,1,0.4636089339369965
6697,1,0.4391016125238058
6667,1,0.4158350858378255
14824,1,0.4215448465898263
7376,1,0.5052002140107097
9032,1,0.4860264548203997
12360,1,0.4685695586542023
8671,1,0.4501166435077897
14408,1,0.4732179356414182
6020,1,0.4658079461847577
15422,1,0.4523059521105818
3833,1,0.4410510110937689
11821,1,0.4222244234689807
5767,1,0.4044593994868432
4768,1,0.4700997351860918
10988,1,0.4485339133536143
6681,1,0.4855970052363924
7028,1,0.4366623049540811
8324,1,0.4398640430342563
15037,1,0.4243310877656889
13393,1,0.4378213929549528
4862,1,0.4552247498438979
6963,1,0.434673861528749
3416,1,0.4735370647018929
