index,meta_score,pu_label,source,smiles
173,0.6423668802253621,1,initial_370,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C23CCCC3)CC(O)CC1O
174,0.7781903167630946,1,initial_370,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CCCC)CC(O)C(C)C1O
175,0.8320515166297957,1,initial_370,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CC(C)C)CC(O)C(OCCCO)C1O
176,0.6960894025205038,1,initial_370,CC(C=CCC(O)C12CC3CC(CC(C3)C1)C2)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C
177,0.6096439078695574,1,initial_370,CC1=C(C=CC2=CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)C(Cc2ccccc2)C1O
178,0.7173219828745305,1,initial_370,CC(CCCCNS(=O)(=O)CCO)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C
179,0.7433596314081722,1,initial_370,CONC(=O)CCCCC(C)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C
180,0.7790970933584807,1,initial_370,CCOC(=O)C(CC(=O)OC)NC(=O)c1ccc(C(CC)(CC)c2ccc(OCCC(O)(CC)CC)c(C)c2)n1CC
182,0.7731174125064195,-1,G3,CCn1c(C(=O)NCC(=O)O)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1
183,0.7375618305845667,-1,G2,CCN(CC)CCNC(=O)c1ccc(C(CC)(CC)c2ccc(OCC(=O)C(C)(C)C)c(C)c2)n1CC
184,0.7273344465761672,-1,G2,CCN(CC)CCNC(=O)c1ccc(C(CC)(CC)c2ccc(OCC(O)C(C)(C)C)c(C)c2)n1CC
185,0.7099125528255823,-1,G2,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(C)O)CC(O)C1O
186,0.688813494860155,-1,G2,C=C1C(O)CC(=CC=C2CC(O)CC(O)C2)CC1O
187,0.717431161889667,-1,G2,CCn1c(C(=O)NCC(=O)O)ccc1C(CC)(CC)c1ccc(OCC(=O)C(C)(C)C)c(C)c1
188,0.773375988480269,1,initial_370,C[C@H](CC#CC(C)(C)O)[C@H]1CC[C@@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C
189,0.7602577007920691,1,initial_370,C=C1/C(=C\C=C(/C)c2cccc(CCC#CCC(O)(C(F)(F)F)C(F)(F)F)c2)C[C@@H](O)C[C@@H]1O
190,0.8018049185225808,1,initial_370,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4(/C=C\C(=O)OCC)CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
191,0.7547253654050028,1,initial_370,CC(CCCC(C)(C)O)C1CCC2C(=CC=C3CC(O)C4(CO4)C(O)C3)CCCC21C
192,0.6179469091258614,1,initial_370,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)OCCCC(O)(CC)CC)CC(O)CC1C(F)F
193,0.690443270915154,1,initial_370,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2C)CC(O)CC1O
194,0.6880127293706099,1,initial_370,CC(CCCCC(=O)Nc1ccccc1N)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C
195,0.7581096751808387,1,initial_370,CC(CCCC(=O)NO)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C
196,0.5690757974902474,1,initial_370,C#CC(C)OC(=O)c1ccc(C(CC)(CC)c2ccc(OCC(=O)C(C)(C)C)c(C)c2)n1CC
197,0.7726729281580846,1,initial_370,CCN(CC)CCNC(=O)c1ccc(C(CC)(CC)c2ccc(OCC(=O)C(C)(C)C)c(C)c2)n1CC
198,0.5450669302804515,1,initial_370,CCN(CC)CCNC(=O)c1ccc(C(CC)(CC)c2ccc(OCCC(O)(CC)CC)c(C)c2)n1CC
199,0.8498137219490611,1,initial_370,CCOC(=O)CN(C)C(=O)c1ccc(C(CC)(CC)c2ccc(OCCC(O)(CC)CC)c(C)c2)n1CC
200,0.8269123220251161,1,initial_370,CCN(CC)CCCNC(=O)c1ccc(C(CC)(CC)c2ccc(C#CC(O)(CC)CC)c(C)c2)n1CC
203,0.723089014020426,-1,G3,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CC(C)C)CC(O)CC1O
204,0.7686546338261191,-1,G2,CCn1c(C(=O)NCCCN2CCOCC2)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1
205,0.778768858915907,-1,G2,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(C)O)CC(O)C(C)C1O
